Blade	Speed	Control	Stiffness 	Hardness 	Consistency 	Overall	Ratings	Price
Friendship/729 Fighter Glassfiber	9.5	8.8	8.5	6.7	10.0	8.9	3	19
Friendship/729 Hao Shuai Champion Carbon	8.4	7.7	6.9	7.1	8.8	8.0	9	50
Friendship/729 L 1	8.0	10.0	7.0	6.7	10.0	9.0	1	35
Friendship/729 L-2	7.3	9.6	4.0	5.2	10.0	9.5	2	35
Friendship/729 L-3 (Hao Shuai)	8.0	9.0	6.0	6.0	10.0	9.0	2	40
Friendship/729 L-5 Hao Shuai	8.5	9.6	6.0	5.2	5.0	9.5	2	40
Friendship/729 Magic Green	6.0	10.0	3.0	5.2	5.0	7.5	1	7
Friendship/729 Red Spirit	8.0	8.5	2.0	3.5	5.0	8.3	4	35
Friendship/729 RITC729 W-1	5.5	8.0	4.0	3.7	10.0	7.0	2	26
Friendship/729 Sensor Grip	8.5	8.0	7.0	8.2	10.0	8.5	2	23
Friendship/729 V-3	10.0	10.0	7.0	10.0	10.0	10.0	1	24
Friendship/729 V-5	7.8	8.8	5.0	4.5	(not rated)	8.0	2	17
Friendship/729 V-6	8.3	8.9	5.0	4.9	8.2	9.5	17	27
Friendship/729 WA-2	6.8	8.9	4.3	5.7	(not rated)	9.0	3	30
Friendship/729 Z-1 (Z1)	8.3	8.6	6.8	7.1	6.3	8.5	5	35
Friendship/729 Z-2	7.5	9.3	4.0	5.2	10.0	9.2	2	35
Galaxy 2020	8.0	6.0	5.0	8.2	5.0	7.0	1	35
Galaxy 2024	9.0	7.5	10.0	10.0	10.0	8.3	1	27
Galaxy 350 Year	7.0	7.7	5.0	5.2	5.0	7.0	1	13
Galaxy 3A	7.0	10.0	7.0	5.2	10.0	9.0	1	15
Galaxy 896	7.6	8.5	2.7	4.9	6.9	8.2	13	12
Galaxy 901	8.3	8.0	5.0	7.2	10.0	8.0	3	28
Galaxy 902	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Galaxy 960	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	18
Galaxy 961	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Galaxy 966	7.4	8.5	5.0	5.2	(not rated)	9.0	1	15
Galaxy 970	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Galaxy 980	6.9	8.6	7.8	7.0	10.0	8.5	5	28
Galaxy 981	9.8	8.0	(not rated)	(not rated)	(not rated)	9.9	2	21
Galaxy 982	10.0	10.0	7.0	8.2	10.0	(not rated)	1	58
Galaxy 983	9.5	6.3	8.5	9.1	6.3	7.3	6	21
Galaxy 984	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Galaxy 985	9.1	8.8	5.0	4.5	10.0	9.6	4	20
Galaxy 986	9.0	9.0	7.0	8.2	5.0	9.0	1	20
Galaxy 987	10.0	7.3	(not rated)	(not rated)	(not rated)	9.0	1	21
Galaxy 988	9.3	9.0	6.3	7.0	10.0	9.2	9	30
Galaxy 989	9.4	7.9	10.0	8.2	8.8	8.9	4	20
Galaxy 991	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Galaxy 992 Three Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	60
Galaxy Bogen	7.5	9.0	5.0	6.7	(not rated)	(not rated)	1	40
Galaxy Carbokev K-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	63
Galaxy Carbokev K-2	8.5	8.0	5.0	5.2	10.0	9.0	1	40
Galaxy Carbokev K-3	7.0	8.0	3.0	6.7	5.0	8.0	1	40
Galaxy Carbokev K-4	8.4	8.8	5.2	5.2	7.5	9.2	10	49
Galaxy Carbokev K-5	9.1	7.1	4.4	4.2	5.0	8.0	5	50
Galaxy Carbokev K-6	9.1	8.1	8.2	8.0	6.7	9.1	6	50
Galaxy CN.1 Children Carbon	6.3	9.3	4.0	5.2	7.5	8.3	3	15
Galaxy CN.2	7.2	8.0	5.0	5.2	5.0	8.2	1	15
Galaxy DE-1	6.0	9.5	5.0	6.2	7.5	10.0	3	40
Galaxy DL-1 Woven Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	80
Galaxy DL-3 Uniaxial Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	54
Galaxy Earth E-1	8.5	8.6	4.3	6.7	7.5	8.7	3	30
Galaxy Earth E-1 VB	8.5	9.5	6.0	5.2	10.0	8.8	2	39
Galaxy Earth E-2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
Galaxy Earth E-3	8.2	9.0	3.5	5.0	9.2	9.0	10	28
Galaxy Earth E-3 VB	7.8	8.5	5.0	5.2	(not rated)	(not rated)	1	36
Galaxy Earth E-4	8.3	8.5	3.0	5.2	5.0	8.5	1	50
Galaxy Earth E-5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
Galaxy EC-11	8.0	6.0	6.0	7.5	5.0	8.0	2	20
Galaxy EC-12	10.0	6.5	7.0	6.7	5.0	10.0	2	25
Galaxy EC-13	9.5	7.1	5.0	7.5	5.0	8.8	2	30
Galaxy EC-14	9.3	8.9	6.9	6.3	8.0	9.3	13	30
Galaxy Galaxy T2s	8.7	8.0	7.0	7.7	10.0	8.7	3	40
Galaxy Hinoki 200 Year	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	129
Galaxy Hinoki 260 Year	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	225
Galaxy Hinoki 3A	8.0	8.0	7.0	6.7	10.0	8.0	1	109
Galaxy Hinoki 5A	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	191
Galaxy Huichuan	7.0	8.5	0.0	3.7	(not rated)	7.5	1	13
Galaxy Huichuan 606	9.0	7.0	7.0	8.2	5.0	9.0	1	10
Galaxy J-1	8.1	9.1	5.8	3.2	10.0	9.0	17	37
Galaxy Lanze	6.5	9.5	3.0	5.2	(not rated)	(not rated)	1	40
Galaxy LQ-1	7.0	8.7	6.3	7.8	10.0	9.6	3	50
Galaxy LQ-2	6.7	8.3	4.7	7.8	8.3	8.7	3	46
Galaxy M-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	23
Galaxy M-2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	24
Galaxy M-3	10.0	10.0	10.0	10.0	10.0	10.0	1	20
Galaxy M-4	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	19
Galaxy M-5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Galaxy M-6	7.5	7.9	4.6	6.1	6.7	8.5	7	26
Galaxy MC-1	8.5	7.5	7.0	8.2	(not rated)	8.0	2	30
Galaxy MC-2	8.2	9.3	3.8	4.1	9.4	9.4	25	45
Galaxy MC-2 PRO	9.0	9.0	7.0	6.7	10.0	8.8	1	38
Galaxy MC-3	8.3	7.9	5.0	6.7	10.0	8.9	1	20
Galaxy MC-4	9.0	10.0	5.0	6.7	(not rated)	10.0	1	25
Galaxy Mercury Y-11	8.6	8.5	7.0	6.0	7.5	8.9	2	24
Galaxy Mercury Y-12	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	27
Galaxy Mercury Y-13	8.9	8.4	5.8	7.0	8.8	9.0	5	45
Galaxy Mercury Y-14	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	22
Galaxy Mercury Y-15	8.9	9.2	4.8	5.4	9.5	9.2	12	22
Galaxy Mercury Y-16	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	27
Galaxy N-1	8.5	8.5	5.0	5.2	10.0	9.5	1	20
Galaxy N-10	7.4	8.4	5.0	6.0	8.6	8.6	7	13
Galaxy N-11	8.0	8.5	4.4	5.2	10.0	8.5	11	13
Galaxy N-2	9.0	9.0	7.0	8.2	10.0	9.0	1	19
Galaxy N-3	8.7	8.4	7.0	8.2	10.0	8.8	1	17
Galaxy N-4	8.0	9.1	5.0	5.2	(not rated)	8.5	2	15
Galaxy N-5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	15
Galaxy N-6	8.0	7.0	5.0	6.7	5.0	(not rated)	1	14
Galaxy N-7	8.0	8.0	5.0	6.7	10.0	8.0	1	13
Galaxy N-8	8.0	8.1	5.5	6.3	10.0	8.7	4	13
Galaxy N-8 S	8.1	8.4	5.0	5.2	7.5	8.4	2	13
Galaxy N-9	9.1	9.1	6.5	7.2	8.8	9.2	60	15
Galaxy N10 S	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	15
Galaxy N11 S	8.0	9.0	5.0	6.0	8.8	8.8	4	15
Galaxy N9s	9.0	9.4	6.4	6.8	9.5	9.3	14	15
Galaxy Nano 50	8.0	9.0	5.0	6.7	10.0	8.5	1	170
Galaxy Nano 51	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	170
Galaxy Nano 52	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	170
Galaxy Nano 70	8.5	8.7	3.0	5.2	10.0	8.5	1	170
Galaxy NE-50	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	149
Galaxy NE-70	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	149
Galaxy NR-50	9.0	8.0	7.0	(not rated)	(not rated)	(not rated)	1	149
Galaxy NR-70	9.0	9.8	10.0	6.7	10.0	9.6	1	175
Galaxy Pro 5W	10.0	10.0	5.0	5.2	10.0	10.0	1	54
Galaxy PRO 7W	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
Galaxy Pro Feeling	9.2	9.5	3.7	6.2	(not rated)	9.7	4	99
Galaxy Purple Dragon PD-437	8.7	9.0	5.0	5.2	10.0	9.5	1	44
Galaxy Purple Dragon PD-537	9.3	8.9	6.3	6.7	10.0	9.5	3	42
Galaxy Qiu Yike Ebony	8.7	9.3	5.0	8.2	(not rated)	9.0	1	50
Galaxy Qiu Yike Palisander	8.8	8.8	7.0	8.2	10.0	10.0	1	79
Galaxy Qiu Yike Pro Limited Edition	9.0	9.3	5.0	6.7	10.0	9.0	1	135
Galaxy Qiu Yike Rosewood	8.7	8.7	5.0	6.0	7.5	9.3	2	79
Galaxy Qiu Yike Wenge	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	94
Galaxy Speer	8.0	8.0	7.0	6.7	(not rated)	(not rated)	1	50
Galaxy T-1	9.2	8.3	8.4	8.3	8.3	9.0	10	35
Galaxy T-10	9.1	7.7	8.2	7.2	8.0	9.3	9	40
Galaxy T-10+	9.6	8.7	7.4	7.3	9.3	9.2	8	30
Galaxy T-11	9.5	8.8	7.0	7.1	8.3	9.4	53	25
Galaxy T-11+	9.3	9.0	7.3	7.2	9.0	9.2	66	35
Galaxy T-2	9.3	8.2	8.4	8.3	7.9	8.7	17	30
Galaxy T-3	9.5	8.8	6.0	6.7	10.0	9.5	2	40
Galaxy T-4	9.6	8.3	8.1	8.2	8.5	9.4	20	35
Galaxy T-4s	9.6	8.7	7.2	8.1	7.2	9.4	11	58
Galaxy T-5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	36
Galaxy T-6	8.4	8.9	7.2	7.4	8.6	9.3	9	36
Galaxy T-7	8.3	8.8	6.3	6.1	9.6	9.1	15	40
Galaxy T-8	9.3	8.6	6.5	6.8	8.8	9.3	32	28
Galaxy T-8S	9.3	8.9	5.9	5.2	10.0	9.3	9	50
Galaxy T-9	9.3	8.0	7.6	7.9	8.8	9.0	5	80
Galaxy T-9 Pro	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	90
Galaxy T6s	8.5	7.2	7.0	6.7	(not rated)	7.9	1	31
Galaxy T7s	8.5	8.5	7.0	5.2	10.0	9.0	1	40
Galaxy TC.1 Thin Carbon 1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Galaxy TC.2 Thin Carbon 2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Galaxy TC.4 Thin Carbon 4	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Galaxy U2004 (U-4)	7.5	8.0	7.0	6.7	7.5	8.0	7	18
Galaxy U2005 (U-5)	8.4	8.3	3.0	5.2	(not rated)	8.0	2	0
Galaxy U2006 (U-6)	9.0	8.0	10.0	8.2	(not rated)	(not rated)	2	0
Galaxy U2007 (U-7)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	0
Galaxy Uranus U-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Galaxy Uranus U-1 VB	8.7	9.5	5.0	4.5	7.5	9.2	2	41
Galaxy Uranus U-2	7.5	8.0	5.0	6.7	10.0	9.0	1	31
Galaxy Uranus U-3	9.0	9.0	6.0	6.7	7.5	9.0	2	30
Galaxy Venus V-1	8.9	9.1	6.8	6.3	8.3	9.2	6	110
Galaxy Venus V-11	9.5	9.8	7.5	6.7	10.0	9.7	2	60
Galaxy Venus V-12	8.7	9.1	5.0	6.1	10.0	9.1	6	44
Galaxy Venus V-13	8.4	8.7	4.5	5.2	7.5	9.3	6	40
Galaxy Venus V-14	8.8	8.8	5.4	5.3	9.7	9.0	24	46
Galaxy Venus V-14 PRO	8.9	8.8	6.5	6.3	8.8	9.4	4	56
Galaxy Venus V-15	9.3	8.4	5.0	6.0	7.5	8.9	2	54
Galaxy Venus V-16	8.8	7.5	6.0	7.5	7.5	8.5	2	54
Galaxy Venus V-2	8.5	7.5	5.0	6.7	5.0	10.0	1	110
Galaxy Venus V-3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	170
Galaxy Venus V-4	9.3	9.2	5.7	6.7	9.2	9.3	6	169
Galaxy VF5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	62
Galaxy W-1	8.9	8.5	5.4	5.5	10.0	9.3	5	50
Galaxy W-2	8.1	8.6	5.7	5.2	10.0	7.4	3	50
Galaxy W-3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	55
Galaxy W-4	8.5	5.0	10.0	8.2	5.0	6.5	2	30
Galaxy W-5	9.0	8.0	3.0	5.2	10.0	9.0	1	26
Galaxy W-6	7.9	8.8	4.1	5.4	9.2	8.9	28	40
Galaxy Y-1	8.5	8.5	5.0	6.7	(not rated)	8.0	1	25
Galaxy Y-2	9.1	9.0	7.3	5.7	6.7	9.2	5	15
Galaxy Y-3	8.3	5.5	7.0	6.0	10.0	9.2	5	21
Galaxy Y-4	8.2	8.4	6.6	7.3	9.3	8.6	9	31
Galaxy Yinhe Def 5	4.5	10.0	1.5	2.6	10.0	9.5	2	20
Galaxy Z5 VF	8.2	9.5	6.0	3.7	10.0	9.0	2	100
Galaxy Z7 VF	8.9	9.4	6.0	4.5	10.0	9.3	2	100
Gambler AC Hero	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Gambler Arylate Carbon	7.6	8.7	4.2	5.3	10.0	8.3	13	32
Gambler Black Diamond Light (Texilium)	8.7	8.1	5.5	6.0	10.0	8.6	4	32
Gambler Black Whirlwind	6.8	7.7	7.0	7.7	1.7	6.6	3	16
Gambler Exotic Zebra Wood IM8 Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Gambler Fire Dragon Fast	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Gambler Fire Dragon Hinoki	8.9	8.5	7.0	6.7	10.0	8.5	1	40
Gambler Fire Dragon Touch	8.0	9.0	0.0	3.7	10.0	10.0	1	40
Gambler Gun	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	26
Gambler Mega Weave Arylate Carbon	8.0	9.0	3.0	5.2	10.0	9.0	1	40
Gambler Nano Boron Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Gambler Oversize Carbon	8.5	9.0	3.0	5.2	10.0	8.8	2	32
Gambler Oversize Kevlar	6.4	8.5	2.2	5.8	10.0	8.1	5	32
Gambler Rose Wood IM8 Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Gambler Tension Hinoki	8.3	7.5	5.0	5.2	0.0	7.5	2	32
Gambler Vector Hinoki	9.0	9.0	5.0	5.2	10.0	10.0	1	40
Gambler Vector Speed	9.4	8.5	3.0	6.7	10.0	9.4	1	40
Gambler Vector Target	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Gambler Wing Wood IM8 Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Gambler Zen	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	16
Gewo Allround Classic	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	36
Gewo Allround Pro 4.0	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	62
Gewo Balsa Carbon 375	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Gewo Balsa Carbon 575	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Gewo Balsa Carbon 775	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Gewo Dynatec TI	10.0	10.0	5.0	6.7	10.0	10.0	1	62
Gewo Dynatec ZV	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	80
Gewo Force Arc	8.8	8.3	5.0	6.7	10.0	9.0	1	120
Gewo High-Power 6.5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	62
Gewo Hybrid Carbon A-Speed ALL+	5.8	8.0	5.0	6.0	10.0	7.8	2	33
Gewo Hybrid Carbon M-Speed Off-	9.2	9.6	(not rated)	(not rated)	10.0	9.0	1	37
Gewo Hybrid Carbon X-Speed OFF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	56
Gewo OF Feeling 5.5	9.4	7.5	5.0	6.7	10.0	9.0	1	62
Gewo Polaris Control Glasfiber	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
Gewo Power AR 5.0	8.8	9.0	5.0	6.7	10.0	(not rated)	1	61
Gewo Power Control 4.5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	62
Gewo Super Control	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	37
Gewo Super-Force CF	8.9	9.6	2.7	7.8	9.2	9.4	7	120
Gewo Velox Alpha Overdrive	8.2	9.0	5.0	5.7	10.0	9.0	3	44
Gewo Velox Alpha Speedster	10.0	10.0	7.0	8.2	10.0	9.5	2	46
Gewo Velox Power Control	7.9	8.5	7.0	5.2	10.0	8.3	2	41
Gewo X-Force VC	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	145
Gewo Youngster	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Gewo Zoom Balance ALL+	8.7	9.8	7.0	6.7	10.0	9.8	2	40
Gewo Zoom Pro	8.0	8.5	5.0	6.7	10.0	9.0	1	35
Gewo Zoom Pro OFF-	8.9	9.1	5.0	5.2	10.0	9.1	1	35
Giant Dragon Balsa Carbon 2C	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	48
Giant Dragon BALSACARBON X7	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	43
Giant Dragon BALSAdef	7.1	8.9	5.4	5.5	7.5	8.7	6	30
Giant Dragon BALSApower	8.1	8.5	7.0	2.2	10.0	8.4	1	28
Giant Dragon BS7100	7.5	8.0	3.0	5.2	10.0	8.0	1	26
Giant Dragon BS7200	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	24
Giant Dragon Challenger XS	8.5	8.0	7.0	6.7	10.0	8.5	1	20
Giant Dragon Damascus 7P	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	42
Giant Dragon Ebony King 5	8.0	6.0	7.0	5.2	10.0	8.0	1	85
Giant Dragon Ebony King 7	9.5	7.0	7.0	5.2	10.0	9.0	1	95
Giant Dragon Fiberenergy 3K	9.0	7.8	6.0	6.7	10.0	8.8	3	48
Giant Dragon Fiberenergy Kevlar	8.4	8.8	6.3	5.2	10.0	8.9	4	44
Giant Dragon Fiberpotence Kevlar	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	55
Giant Dragon Katana 5P	7.8	7.0	5.0	5.2	10.0	7.5	2	48
Giant Dragon Kris	8.2	8.4	7.0	6.2	8.3	9.0	4	26
Giant Dragon Kris Carbon	(not rated)	(not rated)	(not rated)	(not rated)	0.0	2.0	1	40
Giant Dragon Kris II	7.9	8.9	5.0	5.2	5.0	8.6	3	35
Giant Dragon Kris Special	8.0	7.5	7.5	7.6	7.5	7.5	2	38
Giant Dragon Longquan	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	24
Giant Dragon Nunchaku	9.0	8.8	5.5	7.1	8.3	9.0	4	30
Giant Dragon Overimagine	9.0	5.0	5.0	8.2	0.0	1.0	1	30
Giant Dragon SuperBalsa II (2)	9.8	8.1	8.5	2.2	10.0	(not rated)	2	28
Giant Dragon Topspeed	8.8	8.5	6.0	6.7	7.5	8.3	2	26
GKI Euro Jumbo	9.0	9.0	5.0	6.7	10.0	9.0	1	80
GKI Euro XX	7.6	7.8	5.0	6.7	7.5	8.4	2	31
Globe 521 CG	9.2	7.3	10.0	10.0	5.0	8.0	1	30
Globe 522	9.5	8.3	6.8	7.5	10.0	9.0	4	32
Globe 581	6.0	6.0	5.0	(not rated)	(not rated)	5.0	1	23
Globe 582	8.8	9.0	5.0	5.2	5.0	9.0	2	21
Globe 583	8.0	8.3	4.5	6.3	5.0	8.1	4	10
Globe 589	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	24
Globe 782	9.0	8.5	7.0	6.7	5.0	(not rated)	1	20
Globe 783	8.4	8.3	5.0	5.2	10.0	8.3	2	10
Globe Biaowang 1	9.0	8.5	5.0	5.2	5.0	9.0	1	27
Globe Biaowang BW-4	7.0	9.0	5.0	5.2	10.0	9.0	2	32
Globe Biaowang BW-5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	36
Globe Prize 502	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	15
Globe Salvo 584 Minor	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	21
Goldway MC1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	100
Haifu I	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	58
Haifu V	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	54
Hallmark Aurora	5.5	9.1	7.4	7.8	9.3	8.7	8	50
Hallmark Carbon Extreme	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Hallmark Combination Effect	8.3	9.5	3.7	3.2	6.7	9.3	4	40
Hallmark Strategy	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	0
Hallmark Ultra	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
Hanno Allround Classic	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	55
Hanno Masterpiece MF1	6.0	6.0	(not rated)	(not rated)	(not rated)	10.0	1	100
Hanno Offensive RC - 1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	67
Huaruite 2074	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	15
Huaruite 2076	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	8
Huaruite 2091	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	8.5	1	0
Huaruite Bamboo V	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Huaruite Black Crystal Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Huaruite Clipper	8.3	9.2	5.4	5.2	7.5	9.1	20	12
Huaruite Ebenholz NCT V	9.0	8.0	7.0	8.2	10.0	8.0	1	25
Huaruite Ebenholz NCT VII	9.5	8.5	10.0	8.2	5.0	9.1	1	32
Huaruite Narra Carbon	9.4	9.0	10.0	8.2	5.0	9.5	2	22
Huaruite Palisander NCT V	8.7	8.9	5.0	6.7	10.0	8.6	1	22
Huaruite Palisander NCT VII	9.3	8.7	6.0	6.7	10.0	9.7	2	25
Huaruite Red Carbon	9.2	8.3	7.0	7.7	6.3	8.9	4	15
Huaruite Rosewood NCT V	9.2	8.8	6.0	8.7	10.0	9.3	5	25
Huaruite Rosewood NCT VII	9.0	9.0	7.0	6.7	10.0	9.9	2	32
Huaruite Sunshine-1	7.2	9.0	3.0	5.2	(not rated)	7.5	1	12
Huieson 7 Ply Hybrid Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	6
Huieson Arylate Carbon	9.0	8.7	5.0	6.7	10.0	9.0	1	20
Huieson S3	10.0	10.0	5.0	5.2	10.0	10.0	1	10
Huieson X1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	5
Hunter Black Widow	9.0	8.0	7.0	6.7	5.0	9.0	1	65
Hunter Equalizer	6.0	8.0	3.0	3.7	(not rated)	7.0	1	45
Hunter Fang	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	54
Hunter Flame	8.2	8.5	6.6	5.8	10.0	8.9	5	49
Hunter Hawk	6.0	9.5	0.0	3.7	10.0	9.0	1	54
Hunter Inferno	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	78
Hunter Power-Touch	8.9	7.1	5.0	6.7	(not rated)	9.0	3	49
Hunter Pyro	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	49
Hunter Techno Power	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	69
Hunter Venom	9.5	7.8	7.0	8.2	10.0	9.0	1	55
Hunter X-Carbon	8.5	6.0	7.0	8.2	(not rated)	8.5	1	73
Imperial Balsa XT	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Imperial Cross Carbon Speed	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	60
Imperial Master Line Allround	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
Imperial Master Line Allround +	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
Imperial Master Line Defensiv	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
Imperial Master Line Offensiv	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
ITC Accelum 5	9.0	8.5	5.0	6.7	10.0	9.5	1	65
ITC Accelum Carbon	10.0	8.0	10.0	10.0	10.0	(not rated)	1	79
ITC Challenge Force	7.5	9.0	5.0	3.7	10.0	9.0	1	60
ITC Challenge Speed	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	73
ITC Dynarc Q3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	100
ITC Dynarc T5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
